Ticker,SimFinId,Fiscal_Year,Revenue,Cost_of_Revenue,Gross_Profit,Operating_Expenses,Operating_Income,Net_Interest_Expense,Net_Income_Tax,Net_Income,Common_Net_Income,Basic_Shares,Diluted_Shares,Research_Development,Depreciation_Amortization
TGAN,12442244,2019,1100000.0,-1455000.0,-355000.0,-5076000.0,-5431000.0,-189000.0,,-4187000,-4187000,35135520.0,35135520.0,-1466000.0,
TGAN,12442244,2020,2425000.0,-1788000.0,637000.0,-5176000.0,-4539000.0,-187000.0,,-6579000,-6579000,40637213.0,40637213.0,-1780000.0,
TGAN,12442244,2021,24050000.0,-12530000.0,11520000.0,-21416000.0,-9896000.0,-792000.0,,-10235000,-10235000,46056331.0,46056331.0,-6655000.0,
TGEN,12444877,2020,28254579.0,-17427065.0,10827514.0,-13671577.0,-2844063.0,-128303.0,-30171.0,-6150507,-6150507,24850258.0,24850258.0,-767323.0,
TGEN,12444877,2021,24398073.0,-12810420.0,11587653.0,-12809831.0,-1222178.0,-14238.0,-19491.0,3696000,3696000,24850261.0,25115518.0,-542079.0,
TGI,629705,2019,2900117000.0,-2307393000.0,592724000.0,-395697000.0,197027000.0,-122129000.0,-5798000.0,-29433000,-29433000,50494000.0,50494000.0,,-138168000.0
TGI,629705,2020,1869719000.0,-1476266000.0,393453000.0,-309296000.0,84157000.0,-171397000.0,-2881000.0,-450910000,-450910000,52126000.0,52126000.0,,-93334000.0
TGI,629705,2021,1262704000.0,-928637000.0,334067000.0,-229764000.0,104303000.0,-113080000.0,-4526000.0,-42758000,-42758000,64538000.0,64538000.0,,-45509000.0
TGI,629705,2022,1130562000.0,-809882000.0,320680000.0,-223346000.0,97334000.0,-115211000.0,-3360000.0,89593000,89593000,65021000.0,71721000.0,,-32259000.0
TGI,629705,2023,1192043000.0,-869201000.0,322842000.0,-209872000.0,112970000.0,-123021000.0,-7123000.0,512384000,512384000,74149000.0,74149000.0,,-29625000.0
TGLO,15204670,2020,,,,-118160.0,-118160.0,-45676.0,,-163836,-163836,441480473.0,441480473.0,,
TGLO,15204670,2021,,,,-141873.0,-141873.0,-52974.0,,-194847,-194847,441480473.0,441480473.0,,
TGLO,15204670,2022,,,,-120348.0,-120348.0,-64296.0,,-184644,-184644,441480473.0,441480473.0,,
TGLO,15204670,2023,,,,-116708.0,-116708.0,-75032.0,,-191740,-191740,441480473.0,441480473.0,,
TGLO,15204670,2024,,,,-126984.0,-126984.0,-84915.0,,-204867,-204867,441480473.0,441480473.0,,
TGLS,1346351,2020,376607000.0,-237166000.0,139441000.0,-73734000.0,65707000.0,-21671000.0,-13033000.0,23807000,23807000,46398428.0,46398428.0,,
TGLS,1346351,2021,496785000.0,-294201000.0,202584000.0,-85599000.0,116985000.0,-9850000.0,-28485000.0,68705000,68705000,46398428.0,46398428.0,,
TGLS,1346351,2022,716570000.0,-367071000.0,349499000.0,-123084000.0,226415000.0,-8156000.0,-74758000.0,157081000,157081000,47674773.0,47674773.0,,
TGLS,1346351,2023,833265000.0,-442331000.0,390934000.0,-131172000.0,259762000.0,-9178000.0,-77904000.0,184138000,184138000,47508980.0,47508980.0,,
TGLS,1346351,2024,890181000.0,-510209000.0,379972000.0,-152971000.0,227001000.0,-7433000.0,-63849000.0,161309000,161309000,46996168.0,46996168.0,,
TGNA,378222,2020,2937780000.0,-1503287000.0,1434493000.0,-573466000.0,861027000.0,-210294000.0,-154293000.0,482778000,482778000,219232000.0,219733000.0,,-134570000.0
TGNA,378222,2021,2991093000.0,-1598759000.0,1392334000.0,-592425000.0,799909000.0,-185648000.0,-135481000.0,476955000,476955000,221805000.0,222799000.0,,-127852000.0
TGNA,378222,2022,3279245000.0,-1693221000.0,1586024000.0,-595715000.0,990309000.0,-167100000.0,-202370000.0,630469000,630469000,223652000.0,224486000.0,,-121077000.0
TGNA,378222,2023,2910930000.0,-1718857000.0,1192073000.0,-591169000.0,600904000.0,-143612000.0,-130199000.0,476724000,476724000,207594000.0,207947000.0,,-113236000.0
TGT,72458,2020,93561000000.0,-66177000000.0,27384000000.0,-20845000000.0,6539000000.0,-977000000.0,-1178000000.0,4368000000,4368000000,500600000.0,505400000.0,,-2230000000.0
TGT,72458,2021,106005000000.0,-74963000000.0,31042000000.0,-22096000000.0,8946000000.0,-421000000.0,-1961000000.0,6946000000,6946000000,488100000.0,492700000.0,,-2344000000.0
TGT,72458,2022,109120000000.0,-82306000000.0,26814000000.0,-22966000000.0,3848000000.0,-478000000.0,-638000000.0,2780000000,2780000000,462100000.0,464700000.0,,-2385000000.0
TGT,72458,2023,107412000000.0,-77828000000.0,29584000000.0,-23877000000.0,5707000000.0,-502000000.0,-1159000000.0,4138000000,4138000000,461500000.0,462800000.0,,-2415000000.0
TGTX,785880,2020,152000.0,,,-273746000.0,-273594000.0,-6329000.0,,-279381000,-279381000,115333693.0,115333693.0,-165896000.0,
TGTX,785880,2021,6689000.0,-790000.0,5899000.0,-350669000.0,-344770000.0,-5638000.0,,-348101000,-348101000,132353119.0,132353119.0,-222579000.0,
TGTX,785880,2022,2785000.0,-265000.0,2520000.0,-220836000.0,-218316000.0,-10191000.0,,-223812000,-223812000,135411258.0,135411258.0,-125352000.0,
TGTX,785880,2023,233662000.0,-14131000.0,219531000.0,-198898000.0,20633000.0,-12615000.0,-390000.0,12672000,12672000,141955112.0,148508465.0,-76192000.0,
TGTX,785880,2024,329004000.0,-38486000.0,290518000.0,-248589000.0,41929000.0,-24028000.0,-2211000.0,23383000,23383000,145317418.0,160336051.0,-94291000.0,
TGVC,12444307,2021,,,,-375267.0,-375267.0,,,-1073167,-1073167,14446598.0,14446598.0,,
TGVC,12444307,2022,,,,-2238122.0,-2238122.0,,-268239.0,-857534,-857534,11557500.0,11557500.0,,
TH,11795124,2024,386272000.0,-150929000.0,235343000.0,-127064000.0,108279000.0,-16619000.0,-21430000.0,71265000,71265000,100135249.0,101434754.0,,-72806000.0
THC,1033571,2020,18522000000.0,-2982000000.0,15540000000.0,-13400000000.0,2140000000.0,-1003000000.0,97000000.0,399000000,399000000,105010000.0,106263000.0,,-857000000.0
THC,1033571,2021,19676000000.0,-3328000000.0,16348000000.0,-13939000000.0,2409000000.0,-923000000.0,-411000000.0,917000000,917000000,107050000.0,108761000.0,,-855000000.0
THC,1033571,2022,19368000000.0,-3273000000.0,16095000000.0,-13683000000.0,2412000000.0,-890000000.0,-344000000.0,411000000,411000000,106929000.0,110516000.0,,-841000000.0
THC,1033571,2023,20564000000.0,-3590000000.0,16974000000.0,-14531000000.0,2443000000.0,-901000000.0,-306000000.0,611000000,611000000,101639000.0,104800000.0,,-870000000.0
THC,1033571,2024,20675000000.0,-3647000000.0,17028000000.0,-14111000000.0,2917000000.0,-826000000.0,-1184000000.0,3200000000,3200000000,96904000.0,97881000.0,,-818000000.0
THCP,11818510,2021,,,,-905815.0,-905815.0,7854.0,,-165906,-165906,18004276.0,18004276.0,,
THCP,11818510,2022,,,,-3075258.0,-3075258.0,3409917.0,-674439.0,2862308,2862308,30214002.0,30214002.0,,
THCP,11818510,2023,,,,-1389821.0,-1389821.0,6158350.0,-1210504.0,4095236,4095236,30214035.0,30214035.0,,
THMA,11795116,2020,9384000.0,-1718000.0,7666000.0,-84310000.0,-76644000.0,-1767000.0,,-97023000,-108076000,6900000.0,34500000.0,-28084000.0,
THMA,11795116,2021,4208000.0,-5233000.0,-1025000.0,-104660000.0,-105685000.0,-4144000.0,,-65142000,-65142000,6900000.0,34500000.0,-37041000.0,
THMA,11795116,2022,12694000.0,-8182000.0,4512000.0,-127862000.0,-123350000.0,-3892000.0,,-75491000,-75491000,6900000.0,34500000.0,-48311000.0,
THMO,258731,2020,9744000.0,-8485000.0,1259000.0,-10154000.0,-8895000.0,-7908000.0,,-16351000,-16351000,139371.0,139371.0,-2477000.0,
THMO,258731,2021,9294000.0,-5801000.0,3493000.0,-10724000.0,-7231000.0,-6103000.0,,-11379000,-11379000,62795.0,62795.0,-2209000.0,
THMO,258731,2022,10483000.0,-7773000.0,2710000.0,-8903000.0,-6193000.0,-5616000.0,,-11270000,-11270000,550993.0,550993.0,-1659000.0,
THMO,258731,2023,9445000.0,-7514000.0,1931000.0,-8505000.0,-6574000.0,-10032000.0,,-17975000,-17975000,2368112.0,2368112.0,-1284000.0,
THO,43246,2020,8167933000.0,-7049726000.0,1118207000.0,-731353000.0,386854000.0,-104206000.0,-51512000.0,222974000,222974000,55163943.0,55337665.0,,-97234000.0
THO,43246,2021,12317380000.0,-10422407000.0,1894973000.0,-987099000.0,907874000.0,-93545000.0,-183711000.0,660870000,660870000,55302203.0,55561675.0,,-117183000.0
THO,43246,2022,16312525000.0,-13506495000.0,2806030000.0,-1273408000.0,1532622000.0,-90092000.0,-321621000.0,1137804000,1137804000,55034653.0,55264046.0,,-156946000.0
THO,43246,2023,11121605000.0,-9525252000.0,1596353000.0,-1010862000.0,585491000.0,-97447000.0,-125113000.0,374271000,374271000,53478310.0,53857143.0,,-140808000.0
THO,43246,2024,10043408000.0,-8591446000.0,1451962000.0,-1028075000.0,423887000.0,-88666000.0,-83444000.0,265308000,265308000,53248488.0,53687377.0,,-132544000.0
THPTF,15204672,2020,34339000.0,-16132000.0,18207000.0,-14509000.0,3698000.0,,-574000.0,3342000,3342000,17587804.0,17929541.0,-7244000.0,
THPTF,15204672,2021,64707000.0,-29660000.0,35047000.0,-15162000.0,19885000.0,,-2627000.0,17287000,17287000,17830808.0,18565882.0,-6371000.0,
THPTF,15204672,2022,65083000.0,-29185000.0,35898000.0,-16550000.0,19348000.0,,-1931000.0,17663000,17663000,18108369.0,18537316.0,-7801000.0,
THPTF,15204672,2023,65645000.0,-31027000.0,34618000.0,-16593000.0,18025000.0,,-2328000.0,17809000,17809000,18316464.0,18657220.0,-7180000.0,
THPTF,15204672,2024,70613000.0,-32635000.0,37978000.0,-18901000.0,19077000.0,,-2991000.0,19181000,19181000,18521997.0,18928648.0,-8452000.0,
THR,7962662,2019,383486000.0,-221848000.0,161638000.0,-128975000.0,32663000.0,-14027000.0,-5142000.0,11938000,11938000,32760327.0,33148670.0,,-17773000.0
THR,7962662,2020,276181000.0,-159309000.0,116872000.0,-100843000.0,16029000.0,-10185000.0,1521000.0,877000,877000,33134592.0,33340954.0,,-9445000.0
THR,7962662,2021,355674000.0,-215556000.0,140118000.0,-101844000.0,38274000.0,-5815000.0,-8333000.0,20092000,20092000,33308045.0,33514561.0,,-8790000.0
THR,7962662,2022,440590000.0,-255465000.0,185125000.0,-126242000.0,58883000.0,-5871000.0,-15567000.0,33666000,33666000,33468632.0,33745936.0,,-9447000.0
THR,7962662,2023,494629000.0,-283065000.0,211564000.0,-135209000.0,76355000.0,-8845000.0,-16086000.0,51588000,51588000,33670861.0,34066987.0,,-10158000.0
THRD,15539353,2021,,,,-19004000.0,-19004000.0,,,-29609000,-29609000,4043416.0,4043416.0,-15748000.0,
THRD,15539353,2022,,,,-37708000.0,-37708000.0,2555000.0,,-35155000,-35155000,14353102.0,14353102.0,-24407000.0,
THRD,15539353,2023,,,,-43954000.0,-43954000.0,13108000.0,,-30824000,-30824000,39645392.0,39645392.0,-23964000.0,
THRD,15539353,2024,,,,-58872000.0,-58872000.0,13409000.0,,-45469000,-45469000,41730464.0,41730464.0,-36500000.0,
THRM,1794063,2020,913098000.0,-644994000.0,268104000.0,-173084000.0,95020000.0,-4559000.0,-21866000.0,59690000,59690000,33086000.0,33510000.0,-68040000.0,
THRM,1794063,2021,1046150000.0,-742519000.0,303631000.0,-184768000.0,118863000.0,-2758000.0,-20418000.0,93434000,93434000,33086000.0,33510000.0,-75214000.0,
THRM,1794063,2022,1204656000.0,-931006000.0,273650000.0,-218415000.0,55235000.0,-4294000.0,-13941000.0,24441000,24441000,33126000.0,33503000.0,-85722000.0,
THRM,1794063,2023,1469076000.0,-1117452000.0,351624000.0,-249937000.0,101687000.0,-14641000.0,-14611000.0,40343000,40343000,32778000.0,33067000.0,-94358000.0,
THRM,1794063,2024,1456124000.0,-1089693000.0,366431000.0,-243805000.0,122626000.0,-15300000.0,-37318000.0,64947000,64947000,31293000.0,31476000.0,-88697000.0,
THRN,10656586,2020,138454924.0,-73667333.0,64787591.0,-63772824.0,1014767.0,-1125472.0,-176758.0,-3357746,-3357746,21212668.0,51222522.0,-4224891.0,
THRN,10656586,2021,184301485.0,-87892579.0,96408906.0,-85093741.0,11315165.0,-449908.0,-411919.0,7253423,7253423,27478411.0,32328565.0,-5935514.0,
THRN,10656586,2022,228731362.0,-113797288.0,114934074.0,-109452804.0,5481270.0,-26328.0,7309658.0,15674040,15674040,52757834.0,52757834.0,-7423884.0,
THRX,11795346,2020,,,,-6836000.0,-6836000.0,,,-11997000,-11997000,35863960.0,35863960.0,-5958000.0,
THRX,11795346,2021,,,,-27336000.0,-27336000.0,,,-27308000,-27308000,9631818.0,9631818.0,-18328000.0,
THRX,11795346,2022,,,,-54086000.0,-54086000.0,,,-50608000,-50608000,38490104.0,38490104.0,-35698000.0,
THRY,11795220,2020,1109435000.0,-439742000.0,669693000.0,-492769000.0,176924000.0,-68539000.0,107983000.0,149221000,149221000,31522845.0,33795594.0,,
THRY,11795220,2021,1113382000.0,-408043000.0,705339000.0,-511715000.0,193624000.0,-66374000.0,-32737000.0,101577000,101577000,33607446.0,36495746.0,,
THRY,11795220,2022,1202388000.0,-422006000.0,780382000.0,-578838000.0,201544000.0,-60407000.0,-44627000.0,54348000,54348000,34336493.0,36506095.0,,
THRY,11795220,2023,916961000.0,-338714000.0,578247000.0,-509418000.0,68829000.0,-61728000.0,1249000.0,-259295000,-259295000,34723491.0,34723491.0,,
THRY,11795220,2024,824156000.0,-286919000.0,537237000.0,-487442000.0,49795000.0,-46771000.0,-8218000.0,-74216000,-74216000,37142271.0,37142271.0,,
THS,532132,2020,2994300000.0,-2449600000.0,544700000.0,-542000000.0,2700000.0,-87800000.0,61100000.0,13800000,13800000,56500000.0,56700000.0,,-50400000.0
THS,532132,2021,2814300000.0,-2342700000.0,471600000.0,-515800000.0,-44200000.0,-67400000.0,17600000.0,-12500000,-12500000,55800000.0,56000000.0,,-47300000.0
THS,532132,2022,3297100000.0,-2774700000.0,522400000.0,-535000000.0,-12600000.0,-54400000.0,-10300000.0,-146300000,-146300000,56000000.0,56000000.0,,-47900000.0
THS,532132,2023,3431600000.0,-2855500000.0,576100000.0,-429200000.0,146900000.0,-34700000.0,-24400000.0,53100000,53100000,55800000.0,56400000.0,,-48200000.0
THS,532132,2024,3354000000.0,-2805600000.0,548400000.0,-426000000.0,122400000.0,-59200000.0,-6200000.0,26900000,26900000,52200000.0,52600000.0,,-48600000.0
TIGR,1214646,2020,138496690.0,-10102290.0,128394400.0,-107361167.0,21033233.0,,-2850547.0,16064793,16064793,141193602.0,144148822.0,,-4735881.0
TIGR,1214646,2021,264488162.0,-18378823.0,246109339.0,-228530519.0,17578820.0,,-4363771.0,14690701,14690701,141193602.0,144148822.0,,-6134991.0
TIGR,1214646,2022,225365547.0,,,-204963389.0,20402158.0,-18668523.0,-4288665.0,-2186441,-2186441,153010319.0,153010319.0,,-9013467.0
TIGR,1214646,2023,272507595.0,,,-192704374.0,79803221.0,-46957657.0,-12986310.0,32563525,32563525,2325338439.0,2427268831.0,,-9387056.0
TIGR,1214646,2024,391541429.0,,,-252273572.0,139267857.0,-60803516.0,-20409721.0,60727920,60727920,2404640854.0,2534097315.0,,-8554315.0
TIL,15337167,2020,138000.0,,,-33782000.0,-33644000.0,,-151000.0,-37738000,-37738000,799890.0,799890.0,-19399000.0,
TIL,15337167,2021,,,,-155560000.0,-155560000.0,80000.0,-39000.0,-156794000,-156794000,5299662.0,5299662.0,-107251000.0,
TIL,15337167,2022,,,,-203291000.0,-203291000.0,1772000.0,2073000.0,-223177000,-223177000,6475631.0,6475631.0,-141056000.0,
TIL,15337167,2023,,,,-87157000.0,-87157000.0,3657000.0,,-156087000,-156087000,6503913.0,6503913.0,-39604000.0,
TIL,15337167,2024,,,,-56048000.0,-56048000.0,-2005000.0,,-74135000,-74135000,6510138.0,6510138.0,-11838000.0,
TILE,7962844,2020,1103262000.0,-692688000.0,410574000.0,-333229000.0,77345000.0,-29244000.0,7491000.0,-71929000,-71929000,58547000.0,58547000.0,,
TILE,7962844,2021,1200398000.0,-767665000.0,432733000.0,-324315000.0,108418000.0,-29681000.0,-17399000.0,55234000,55234000,58971000.0,58971000.0,,
TILE,7962844,2022,1297919000.0,-860186000.0,437733000.0,-324190000.0,113543000.0,-29929000.0,-22357000.0,19560000,19560000,58865000.0,58865000.0,,
TILE,7962844,2023,1261498000.0,-820429000.0,441069000.0,-339049000.0,102020000.0,-31787000.0,-19137000.0,44517000,44517000,58092000.0,58335000.0,,
TILE,7962844,2024,1315658000.0,-832710000.0,482948000.0,-348542000.0,134406000.0,-23205000.0,-26608000.0,86946000,86946000,58282000.0,58871000.0,,
TISI,9076133,2023,239492000.0,,,-234896000.0,4596000.0,-16691000.0,-2089000.0,-15753000,-15753000,4187000.0,4187000.0,,
TITN,825306,2020,1411222000.0,-1149860000.0,261362000.0,-220774000.0,40588000.0,-6655000.0,-11397000.0,19356000,19356000,22100000.0,22104000.0,,
TITN,825306,2021,1711906000.0,-1379182000.0,332724000.0,-241044000.0,91680000.0,-3281000.0,-20854000.0,66047000,66047000,22552967.0,22552967.0,,
TITN,825306,2022,2209306000.0,-1769467000.0,439839000.0,-301516000.0,138323000.0,-6944000.0,-33373000.0,101868000,101868000,22380000.0,22380000.0,,
TITN,825306,2023,2758445000.0,-2227091000.0,531354000.0,-362509000.0,168845000.0,-21105000.0,-38599000.0,112441000,112441000,22493000.0,22499000.0,,
TIVC,1397124,2020,860000.0,-1085000.0,-225000.0,-2979000.0,-3204000.0,-423000.0,,-3639000,-3639000,5691.0,17450508.0,-659000.0,
TIVC,1397124,2021,1257000.0,-1295000.0,-38000.0,-5595000.0,-5633000.0,-1823000.0,,-8494000,-8494000,5691.0,17450508.0,-878000.0,
TIVC,1397124,2022,1840000.0,-1541000.0,299000.0,-10397000.0,-10098000.0,2000.0,,-10096000,-10096000,5691.0,5691.0,-1730000.0,
TIVC,1397124,2023,1176000.0,-889000.0,287000.0,-8532000.0,-8245000.0,1000.0,,-8244000,-8244000,46631.0,46631.0,-1655000.0,
TIVC,1397124,2024,780000.0,-778000.0,2000.0,-5663000.0,-5661000.0,6000.0,,-5655000,-5655000,287370.0,287370.0,-1313000.0,
TIXT,18252583,2020,1582000000.0,-1191000000.0,391000000.0,-211000000.0,180000000.0,-46000000.0,-48000000.0,103000000,103000000,,,,-182000000.0
TJBH,11817570,2020,0.0,-58.0,232.0,-32198.0,-32338.0,-15102.0,,-53764,-53852,19285714.0,19285714.0,,
TJBH,11817570,2021,,,,-738234.0,-738234.0,-4970.0,,-747525,-747525,20294447.0,20294447.0,,
TJBH,11817570,2022,150136738.0,-9722341.0,140414397.0,-124350261.0,16064136.0,22890.0,-3309931.0,11346841,11346841,80170345.0,80170345.0,,
TJX,256569,2020,32137000000.0,-24534000000.0,7603000000.0,-7021000000.0,582000000.0,-181000000.0,1000000.0,90000000,90000000,1199927000.0,1214703000.0,,
TJX,256569,2021,48550000000.0,-34714000000.0,13836000000.0,-9081000000.0,4755000000.0,-115000000.0,-1115000000.0,3283000000,3283000000,1204698124.0,1214703000.0,,
TJX,256569,2022,49936000000.0,-36149000000.0,13787000000.0,-8927000000.0,4860000000.0,-6000000.0,-1138000000.0,3498000000,3498000000,1181188731.0,1215591000.0,,
TJX,256569,2023,54217000000.0,-37951000000.0,16266000000.0,-10469000000.0,5797000000.0,170000000.0,-1493000000.0,4474000000,4474000000,1146000000.0,1159000000.0,,
TK,7962808,2022,1190184000.0,-798117000.0,392067000.0,-156585000.0,235482000.0,-31891000.0,-1417000.0,78407000,78407000,102119129.0,104415597.0,,-99033000.0
TK,7962808,2023,1464975000.0,-786792000.0,678183000.0,-155141000.0,523042000.0,-3881000.0,-12162000.0,150641000,150641000,94484659.0,96644969.0,,-97551000.0
TK,7962808,2024,1220374000.0,-732935000.0,487439000.0,-154640000.0,332799000.0,29676000.0,-405000.0,133770000,133770000,91285538.0,93275031.0,,-93582000.0
TKAT,11035450,2020,,,,-787738.0,-787738.0,,-101756.0,-612638,-612638,11264128.0,11363417.0,,
TKAT,11035450,2021,120000.0,,,-13565548.0,-13445548.0,,,-30073511,-30073511,12383741.0,12383741.0,,
TKAT,11035450,2022,3403536.0,-782790.0,2620746.0,-3100810.0,-480064.0,,-255805.0,-10353512,-10353512,24793842.0,52958342.0,,
TKNO,15585602,2020,31297000.0,-13542000.0,17755000.0,-13092000.0,4663000.0,87000.0,-1156000.0,3570000,608000,3599232.0,3800636.0,-1507000.0,-1148000.0
TKNO,15585602,2021,36893000.0,-19272000.0,17621000.0,-29629000.0,-12008000.0,-589000.0,2834000.0,-9803000,-9803000,16087653.0,16087653.0,-4312000.0,-1148000.0
TKNO,15585602,2022,41420000.0,-23944000.0,17476000.0,-46334000.0,-28858000.0,213000.0,1923000.0,-47468000,-47468000,28083563.0,28083563.0,-7737000.0,-1148000.0
TKNO,15585602,2023,36684000.0,-26388000.0,10296000.0,-41495000.0,-31199000.0,-833000.0,298000.0,-36780000,-36780000,31819776.0,31819776.0,-5567000.0,-1148000.0
TKNO,15585602,2024,37745000.0,-30514000.0,7231000.0,-33377000.0,-26146000.0,-687000.0,88000.0,-26745000,-26745000,46745905.0,46745905.0,-2759000.0,-1148000.0
TKR,1056221,2020,3513200000.0,-2503300000.0,1009900000.0,-533800000.0,476100000.0,-63900000.0,-103900000.0,284500000,284500000,75354280.0,76401366.0,,
TKR,1056221,2021,4132900000.0,-2983600000.0,1149300000.0,-627300000.0,522000000.0,-56500000.0,-95100000.0,369100000,369100000,76068582.0,77023973.0,,-46800000.0
TKR,1056221,2022,4496700000.0,-3164700000.0,1332000000.0,-681000000.0,651000000.0,-70800000.0,-133900000.0,407400000,407400000,75354280.0,76401366.0,,-43900000.0
TKR,1056221,2023,4769000000.0,-3259900000.0,1509100000.0,-806500000.0,702600000.0,-101400000.0,-122500000.0,394100000,394100000,71377656.0,72081884.0,,-65700000.0
TKR,1056221,2024,4573000000.0,-3132300000.0,1440700000.0,-830000000.0,610700000.0,-110200000.0,-118900000.0,352700000,352700000,70198067.0,70750482.0,,-78000000.0
TLCC,156530,2020,66349000.0,-55470000.0,10879000.0,-16287000.0,-5408000.0,-8954000.0,-38000.0,-14389000,-14389000,257345636.0,259079879.0,,
TLCC,156530,2021,72089.0,-55511.0,16578.0,-13152.0,3426.0,-8611.0,-13.0,-14940,-14940,257345636.0,259079879.0,,
TLF,15394218,2020,64084000.0,-28026000.0,36058000.0,-41328000.0,-5270000.0,-7000.0,1378000.0,-4901000,-4901000,9062598.0,9062598.0,,
TLF,15394218,2021,82661000.0,-35662000.0,46999000.0,-44699000.0,2300000.0,-16000.0,-839000.0,1354000,1354000,8709866.0,8720469.0,,
TLF,15394218,2022,80335000.0,-33838000.0,46497000.0,-45109000.0,1388000.0,9000.0,-181000.0,1227000,1227000,8363390.0,8394567.0,,
TLF,15394218,2023,76229000.0,-31066000.0,45163000.0,-40753000.0,4410000.0,93000.0,-777000.0,3768000,3768000,8339658.0,8369976.0,,
TLF,15394218,2024,74391000.0,-32587000.0,41804000.0,-41176000.0,628000.0,331000.0,-264000.0,827000,827000,8493989.0,8783063.0,,
TLND,923420,2020,287471000.0,-63148000.0,224323000.0,-295165000.0,-70842000.0,-7882000.0,-573000.0,-79582000,-79582000,31535000.0,31535000.0,-69503000.0,
TLRD,929181,2019,2881261000.0,-1712649000.0,1168612000.0,-1070774000.0,97838000.0,-70749000.0,-1645000.0,-82276000,-82276000,49774000.0,49929000.0,,
TLRY,816689,2020,405326000.0,-309273000.0,96053000.0,-145084000.0,-49031000.0,-19371000.0,8352000.0,-102540000,-102540000,12604171.0,12604171.0,-1916000.0,-15138000.0
TLRY,816689,2021,513085000.0,-389903000.0,123182000.0,-191741000.0,-68559000.0,-27977000.0,8972000.0,-367421000,-367421000,26954985.0,26954985.0,-830000.0,-35221000.0
TLRY,816689,2022,628372000.0,-511555000.0,116817000.0,-345370000.0,-228553000.0,-27944000.0,6542000.0,-476801000,-476801000,48121913.0,48121913.0,-1518000.0,-115191000.0
TLRY,816689,2023,627124000.0,-480164000.0,146960000.0,-325107000.0,-178147000.0,-13587000.0,7181000.0,-1452656000,-1452656000,61798259.0,61798259.0,-682000.0,-93489000.0
TLRY,816689,2024,788942000.0,-565591000.0,223351000.0,-331911000.0,-108560000.0,-36433000.0,26616000.0,-244981000,-244981000,74264948.0,74264948.0,-635000.0,-84752000.0
TLS,12444451,2020,179917000.0,-117497000.0,62420000.0,-62123000.0,297000.0,-7259000.0,46000.0,1687000,1687000,41642000.0,42877000.0,-14243000.0,
TLS,12444451,2021,242433000.0,-156404000.0,86029000.0,-127493000.0,-41464000.0,-777000.0,28000.0,-43134000,-43134000,66374000.0,66374000.0,-19096000.0,
TLS,12444451,2022,216887000.0,-137844000.0,79043000.0,-132893000.0,-53850000.0,-874000.0,-54000.0,-53428000,-53428000,67559000.0,67559000.0,,
TLS,12444451,2023,145378000.0,-88892000.0,56486000.0,-96314000.0,-39828000.0,-786000.0,-36000.0,-34422000,-34422000,69256000.0,69256000.0,-11760000.0,-3544000.0
TLS,12444451,2024,108272000.0,-62106000.0,46166000.0,-90333000.0,-44167000.0,-644000.0,-26000.0,-52520000,-52520000,71850000.0,71850000.0,-8442000.0,-6404000.0
TLSA,1203753,2020,,,,-17196000.0,-17196000.0,,2207000.0,-26131000,-22657000,,,-5993000.0,
TLSA,1203753,2021,-855000.0,,,-26519000.0,-27374000.0,,3240000.0,-23417000,-23417000,,,-13208000.0,
TLSA,1203753,2022,,,,-14586000.0,-14586000.0,,,-15397000,-15397000,,,-12955000.0,
TLSA,1203753,2023,,,,-17984000.0,-17984000.0,,-449000.0,-17691000,-17691000,,,-8113000.0,
TLSA,1203753,2024,,,,-15794000.0,-15794000.0,,4883000.0,-11863000,-11863000,,,-5229000.0,
TLYS,978925,2020,531329000.0,-389139000.0,142190000.0,-145230000.0,-3040000.0,,1314000.0,-1145000,-1145000,29878000.0,30561000.0,,
TLYS,978925,2021,775694000.0,-496083000.0,279611000.0,-192016000.0,87595000.0,,-22752000.0,64249000,64249000,29697000.0,29697000.0,,
TLYS,978925,2022,672280000.0,-465916000.0,206364000.0,-195177000.0,11187000.0,,-3490000.0,9677000,9677000,30115000.0,30323000.0,,
TLYS,978925,2023,623083000.0,-453702000.0,169381000.0,-200363000.0,-30982000.0,,-8709000.0,-34492000,-34492000,29848000.0,29848000.0,,
TM,1217248,2019,274729921944.0,-225230542017.0,49499379926.0,-27429853598.0,22069526328.0,2379590725.0,-6271750503.0,18729612700,18729612700,1388734800.0,1388765900.0,,
TM,1217248,2020,256635909578.0,-235910960393.0,20724949184.0,,20724949184.0,-448277923.0,-6129328554.0,21172991355,21172991355,1388734800.0,1388765900.0,,
TM,1217248,2021,279276126192.0,-226128519305.0,53147606886.0,-26486054360.0,26661552526.0,-391571216.0,-9931617351.0,25365835121,25365835121,1388734800.0,1388765900.0,,
TM,1217248,2022,274491386176.0,-227851600039.0,46639786137.0,-26507629041.0,20132157095.0,-924319463.0,-8686407281.0,18110036038,18110036038,1388734800.0,1388765900.0,,
TM,1217248,2023,312131563142.0,-247287862795.0,64843700347.0,-27792853747.0,37050846599.0,-717831666.0,-13107181653.0,34226815191,34226815191,1388734800.0,1388765900.0,,
TM-28,1016068,2019,12029000000.0,-6820000000.0,5209000000.0,-1673000000.0,3536000000.0,-2834000000.0,-111000000.0,913000000,913000000,,,,
TM-28,1016068,2020,11799000000.0,-5932000000.0,5867000000.0,-957000000.0,4910000000.0,-2302000000.0,-632000000.0,2017000000,2017000000,,,,
